,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID,PLAYER_NAME,TimeFrame,PTS,AST,REB,PIE,SEASON_ID,ALL_STAR_APPEARANCES
0,202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225,11,20,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,gordon_hayward,2010,2021,N,Y,Y,2010,1,9,202330,Gordon Hayward,2021-22,17.0,5.3,3.8,0.065,12010,
0,203089,John,Henson,John Henson,"Henson, John",J. Henson,john-henson,1990-12-28T00:00:00,North Carolina,USA,North Carolina/USA,6-9,219,8,31,Forward-Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,john_henson,2012,2019,N,Y,Y,2012,1,14,203089,John Henson,career,7.6,1.1,5.3,,12012,0.0
0,1629608,Dewan,Hernandez,Dewan Hernandez,"Hernandez, Dewan",D. Hernandez,dewan-hernandez,1996-12-09T00:00:00,Miami,USA,Miami/USA,6-10,235,1,20,Center-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,dewan_hernandez,2019,2019,Y,Y,Y,2019,2,59,1629608,Dewan Hernandez,career,2.3,0.5,2.3,,12019,0.0
0,1627823,Juancho,Hernangomez,Juancho Hernangomez,"Hernangomez, Juancho",J. Hernangomez,juancho-hernangomez,1995-09-28T00:00:00,Estudiantes,Spain,Estudiantes/Spain,6-9,214,5,41,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,juan_hernangomez,2016,2021,Y,Y,Y,2016,1,15,1627823,Juancho Hernangomez,2021-22,3.0,0.0,2.0,0.06,12016,
0,1626195,Willy,Hernangomez,Willy Hernangomez,"Hernangomez, Willy",W. Hernangomez,willy-hernangomez,1994-05-27T00:00:00,Cajasol Sevilla,Spain,Cajasol Sevilla/Spain,6-11,250,5,9,Center-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,willy_hernangomez,2016,2021,N,Y,Y,2015,2,35,1626195,Willy Hernangomez,2020-21,7.8,1.1,7.1,0.125,12016,
0,1629639,Tyler,Herro,Tyler Herro,"Herro, Tyler",T. Herro,tyler-herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195,2,14,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,tyler_herro,2019,2021,N,Y,Y,2019,1,13,1629639,Tyler Herro,2021-22,23.3,4.7,7.0,0.181,12019,
0,1628987,Kevin,Hervey,Kevin Hervey,"Hervey, Kevin",K. Hervey,kevin-hervey,1996-07-09T00:00:00,Texas-Arlington,USA,Texas-Arlington/USA,6-9,230,1,15,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,kevin_hervey,2019,2019,Y,Y,Y,2018,2,57,1628987,Kevin Hervey,career,1.7,0.5,1.2,,12019,0.0
0,1626209,Mario,Hezonja,Mario Hezonja,"Hezonja, Mario",M. Hezonja,mario-hezonja,1995-02-25T00:00:00,,Croatia,FC Barcelona/Croatia,6-8,220,5,44,Forward-Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,mario_hezonja,2015,2019,N,Y,Y,2015,1,5,1626209,Mario Hezonja,career,6.9,1.3,3.1,,12015,0.0
0,1627741,Buddy,Hield,Buddy Hield,"Hield, Buddy",B. Hield,buddy-hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,5,24,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,buddy_hield,2016,2021,N,Y,Y,2016,1,6,1627741,Buddy Hield,2021-22,15.7,2.0,5.7,0.091,12016,
0,201588,George,Hill,George Hill,"Hill, George",G. Hill,george-hill,1986-05-04T00:00:00,Indiana-Purdue Indianapolis,USA,Indiana-Purdue Indianapolis/USA,6-4,188,13,33,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,george_hill,2008,2021,N,Y,Y,2008,1,26,201588,George Hill,2021-22,7.5,2.3,3.5,0.063,12008,
0,203524,Solomon,Hill,Solomon Hill,"Hill, Solomon",S. Hill,solomon-hill,1991-03-18T00:00:00,Arizona,USA,Arizona/USA,6-6,226,8,18,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,solomon_hill,2013,2021,Y,Y,Y,2013,1,23,203524,Solomon Hill,2021-22,2.0,1.3,2.3,0.033,12013,
0,1629658,Jaylen,Hoard,Jaylen Hoard,"Hoard, Jaylen",J. Hoard,jaylen-hoard,1999-03-30T00:00:00,Wake Forest,France,Wake Forest/France,6-8,216,2,8,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,jalen_hoard,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629658,Jaylen Hoard,career,4.8,0.9,3.0,,12019,0.0
0,1628988,Aaron,Holiday,Aaron Holiday,"Holiday, Aaron",A. Holiday,aaron-holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185,3,4,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,aaron_holiday,2018,2021,N,Y,Y,2018,1,23,1628988,Aaron Holiday,2021-22,6.0,0.7,3.0,0.04,12018,
0,201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-3,205,12,21,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jrue_holiday,2009,2021,N,Y,Y,2009,1,17,201950,Jrue Holiday,2021-22,14.0,3.0,2.5,0.116,12009,
0,203200,Justin,Holiday,Justin Holiday,"Holiday, Justin",J. Holiday,justin-holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180,8,8,Forward-Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,justin_holiday,2012,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,203200,Justin Holiday,2021-22,8.8,1.8,4.0,0.066,12012,
0,1626178,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,"Hollis-Jefferson, Rondae",R. Hollis-Jefferson,rondae-hollis-jefferson,1995-01-03T00:00:00,Arizona,USA,Arizona/USA,6-6,217,6,2,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,rondae_hollis-jefferson,2015,2020,N,Y,Y,2015,1,23,1626178,Rondae Hollis-Jefferson,career,9.0,1.9,5.5,,12015,0.0
0,1626158,Richaun,Holmes,Richaun Holmes,"Holmes, Richaun",R. Holmes,richaun-holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-10,235,6,22,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,richaun_holmes,2015,2021,Y,Y,Y,2015,2,37,1626158,Richaun Holmes,2021-22,14.3,1.7,10.7,0.163,12015,
0,203918,Rodney,Hood,Rodney Hood,"Hood, Rodney",R. Hood,rodney-hood,1992-10-20T00:00:00,Duke,USA,Duke/USA,6-8,208,7,5,Guard-Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,rodney_hood,2014,2021,N,Y,Y,2014,1,23,203918,Rodney Hood,2021-22,3.0,0.0,1.0,0.053,12014,
0,201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,14,42,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007,2021,N,Y,Y,2007,1,3,201143,Al Horford,2021-22,14.0,1.5,10.5,0.196,12007,
0,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,"Horton-Tucker, Talen",T. Horton-Tucker,talen-horton-tucker,2000-11-25T00:00:00,Iowa State,USA,Iowa State/USA,6-4,234,2,5,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,talen_horton-tucker,2019,2021,Y,Y,Y,2019,2,46,1629659,Talen Horton-Tucker,2020-21,9.0,2.8,2.6,0.094,12019,
0,1627863,Danuel,House Jr.,Danuel House Jr.,"House Jr., Danuel",D. House Jr.,danuel-house-jr,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-6,220,5,4,Forward-Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,danuel_house,2016,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627863,Danuel House Jr.,2021-22,3.3,1.0,3.0,0.111,12016,
0,2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265,17,39,Center-Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004,2021,N,Y,Y,2004,1,1,2730,Dwight Howard,2021-22,3.8,0.3,4.5,0.111,12004,
0,1629739,William,Howard,William Howard,"Howard, William",W. Howard,william-howard,1993-10-25T00:00:00,,France,Limoges/France,6-8,207,1,52,Forward-Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,william_howard,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629739,William Howard,career,0.0,0.5,1.0,,12019,0.0
0,1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,198,3,3,Guard-Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,kevin_huerter,2018,2021,N,Y,Y,2018,1,19,1628989,Kevin Huerter,2021-22,8.0,2.7,2.7,0.066,12018,
0,1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-8,221,2,12,Forward-Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,deandre_hunter,2019,2021,N,Y,Y,2019,1,4,1629631,De'Andre Hunter,2021-22,11.5,1.0,3.0,0.038,12019,
0,1628990,Chandler,Hutchison,Chandler Hutchison,"Hutchison, Chandler",C. Hutchison,chandler-hutchison,1996-04-26T00:00:00,Boise State,USA,Boise State/USA,6-6,210,3,35,Forward-Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,chandler_hutchison,2018,2021,Y,Y,Y,2018,1,22,1628990,Chandler Hutchison,2021-22,2.0,0.0,2.0,0.049,12018,
0,201586,Serge,Ibaka,Serge Ibaka,"Ibaka, Serge",S. Ibaka,serge-ibaka,1989-09-18T00:00:00,Ricoh Manresa,Republic of the Congo,Ricoh Manresa/Republic of the Congo,6-10,235,12,9,Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,serge_ibaka,2009,2021,N,Y,Y,2008,1,24,201586,Serge Ibaka,2020-21,11.1,1.8,6.7,0.115,12009,
0,2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,17,9,Guard-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,andre_iguodala,2004,2021,N,Y,Y,2004,1,9,2738,Andre Iguodala,2021-22,6.3,2.7,4.0,0.131,12004,
0,101141,Ersan,Ilyasova,Ersan Ilyasova,"Ilyasova, Ersan",E. Ilyasova,ersan-ilyasova,1987-05-15T00:00:00,FC Barcelona,Turkey,FC Barcelona/Turkey,6-9,235,13,77,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,ersan_ilyasova,2006,2020,Y,Y,Y,2005,2,36,101141,Ersan Ilyasova,career,10.1,1.1,5.6,,12005,0.0
0,204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,joe-ingles,1987-10-02T00:00:00,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,6-8,220,7,2,Forward-Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,joe_ingles,2014,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,204060,Joe Ingles,2021-22,9.0,2.3,2.7,0.161,12014,
0,1627742,Brandon,Ingram,Brandon Ingram,"Ingram, Brandon",B. Ingram,brandon-ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-8,190,5,14,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016,2021,N,Y,Y,2016,1,2,1627742,Brandon Ingram,2021-22,27.0,4.8,7.5,0.137,12016,
0,202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,kyrie-irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195,10,11,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,kyrie_irving,2011,2021,N,Y,Y,2011,1,1,202681,Kyrie Irving,2020-21,26.9,6.0,4.8,0.149,12011,
0,1628371,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,jonathan-isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,6-10,230,3,1,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,jonathan_isaac,2017,2021,Y,Y,Y,2017,1,6,1628371,Jonathan Isaac,2019-20,11.9,1.4,6.8,0.108,12017,
0,1628411,Wes,Iwundu,Wes Iwundu,"Iwundu, Wes",W. Iwundu,wes-iwundu,1994-12-20T00:00:00,Kansas State,USA,Kansas State/USA,6-6,195,4,4,Forward,Inactive,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,wes_iwundu,2017,2020,Y,Y,Y,2017,2,33,1628411,Wes Iwundu,career,4.3,0.9,2.4,,12017,0.0
0,1628402,Frank,Jackson,Frank Jackson,"Jackson, Frank",F. Jackson,frank-jackson,1998-05-04T00:00:00,Duke,USA,Duke/USA,6-3,205,3,5,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,frank_jackson,2017,2021,Y,Y,Y,2017,2,31,1628402,Frank Jackson,2021-22,5.3,0.3,1.0,-0.049,12018,
0,1628367,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,josh-jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,6-8,207,4,20,Guard-Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,josh_jackson,2017,2021,Y,Y,Y,2017,1,4,1628367,Josh Jackson,2021-22,9.7,2.7,4.0,0.09,12017,
0,1628382,Justin,Jackson,Justin Jackson,"Jackson, Justin",J. Jackson,justin-jackson,1995-03-28T00:00:00,North Carolina,USA,North Carolina/USA,6-8,220,4,44,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,justin_jackson,2017,2020,Y,Y,Y,2017,1,15,1628382,Justin Jackson,career,6.6,1.1,2.5,,12017,0.0
0,202704,Reggie,Jackson,Reggie Jackson,"Jackson, Reggie",R. Jackson,reggie-jackson,1990-04-16T00:00:00,Boston College,USA,Boston College/USA,6-2,208,10,1,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,reggie_jackson,2011,2021,Y,Y,Y,2011,1,24,202704,Reggie Jackson,2021-22,15.3,4.0,3.7,0.048,12011,
0,1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,"Jackson Jr., Jaren",J. Jackson Jr.,jaren-jackson-jr,1999-09-15T00:00:00,Michigan State,USA,Michigan State/USA,6-11,242,3,13,Forward-Center,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jaren_jackson_jr,2018,2021,N,Y,Y,2018,1,4,1628991,Jaren Jackson Jr.,2021-22,15.3,0.7,6.0,0.071,12018,
0,1629713,Justin,James,Justin James,"James, Justin",J. James,justin-james,1997-01-24T00:00:00,Wyoming,USA,Wyoming/USA,6-7,190,2,10,Guard-Forward,Inactive,Y,1610612758,Kings,SAC,kings,Sacramento,justin_james,2019,2020,Y,Y,Y,2019,2,40,1629713,Justin James,career,3.2,0.6,0.9,,12019,0.0
0,2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,18,6,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2021,N,Y,Y,2003,1,1,2544,LeBron James,2021-22,26.0,5.3,6.3,0.13,12003,
0,1628518,Amile,Jefferson,Amile Jefferson,"Jefferson, Amile",A. Jefferson,amile-jefferson,1993-05-07T00:00:00,Duke,USA,Duke/USA,6-9,222,2,,Forward,Inactive,N,0,,,,,amile_jefferson,2017,2019,Y,Y,Y,2017,,,1628518,Amile Jefferson,career,1.4,0.2,1.5,,12017,0.0
0,1629610,DaQuan,Jeffries,DaQuan Jeffries,"Jeffries, DaQuan",D. Jeffries,daquan-jeffries,1997-08-30T00:00:00,Tulsa,USA,Tulsa/USA,6-5,230,2,55,Guard-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,daquan_jeffries,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629610,DaQuan Jeffries,career,4.0,0.7,2.0,,12019,0.0
0,1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,2,16,Guard-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,ty_jerome,2019,2021,Y,Y,Y,2019,1,24,1629660,Ty Jerome,2021-22,0.0,1.0,0.0,-0.11,12019,
0,1628993,Alize,Johnson,Alize Johnson,"Johnson, Alize",A. Johnson,alize-johnson,1996-04-22T00:00:00,Missouri State,USA,Missouri State/USA,6-8,212,3,22,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,alize_johnson,2018,2021,Y,Y,Y,2018,2,50,1628993,Alize Johnson,2021-22,3.5,0.8,3.5,0.11,12018,
0,1629168,BJ,Johnson,BJ Johnson,"Johnson, BJ",B. Johnson,bj-johnson,1995-12-21T00:00:00,La Salle,USA,La Salle/USA,6-7,200,2,13,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,bj_johnson,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629168,BJ Johnson,career,3.1,0.2,1.4,,22018,0.0
0,1629661,Cameron,Johnson,Cameron Johnson,"Johnson, Cameron",C. Johnson,cameron-johnson,1996-03-03T00:00:00,North Carolina,USA,North Carolina/USA,6-8,210,2,23,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,cameron_johnson,2019,2021,N,Y,Y,2019,1,11,1629661,Cameron Johnson,2021-22,8.0,1.7,1.7,0.078,12019,
0,201949,James,Johnson,James Johnson,"Johnson, James",J. Johnson,james-johnson,1987-02-20T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,240,12,16,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,james_johnson,2009,2021,Y,Y,Y,2009,1,16,201949,James Johnson,2021-22,0.8,0.5,0.5,-0.012,12009,
0,1629640,Keldon,Johnson,Keldon Johnson,"Johnson, Keldon",K. Johnson,keldon-johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,6-6,220,2,3,Forward-Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,keldon_johnson,2019,2021,Y,Y,Y,2019,1,29,1629640,Keldon Johnson,2021-22,18.3,1.8,4.0,0.094,12019,
0,1626169,Stanley,Johnson,Stanley Johnson,"Johnson, Stanley",S. Johnson,stanley-johnson,1996-05-29T00:00:00,Arizona,USA,Arizona/USA,6-6,242,6,5,Forward-Guard,Inactive,Y,1610612761,Raptors,TOR,raptors,Toronto,stanley_johnson,2015,2020,Y,Y,Y,2015,1,8,1626169,Stanley Johnson,career,6.2,1.4,3.1,,12015,0.0
0,204020,Tyler,Johnson,Tyler Johnson,"Johnson, Tyler",T. Johnson,tyler-johnson,1992-05-07T00:00:00,Fresno State,USA,Fresno State/USA,6-3,186,7,10,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,tyler_johnson,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,204020,Tyler Johnson,career,9.9,2.3,3.0,,12014,0.0
0,203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,nikola-jokic,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,6-11,284,6,15,Center,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2021,N,Y,Y,2014,2,41,203999,Nikola Jokic,2021-22,26.8,4.5,13.5,0.283,12015,
0,1627745,Damian,Jones,Damian Jones,"Jones, Damian",D. Jones,damian-jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-11,245,5,20,Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,damian_jones,2016,2021,Y,Y,Y,2016,1,30,1627745,Damian Jones,2020-21,4.7,0.7,3.1,0.083,22016,
0,1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-0,196,6,21,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,tyus_jones,2015,2021,Y,Y,Y,2015,1,24,1626145,Tyus Jones,2021-22,5.0,2.7,2.0,0.129,12015,
0,1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,derrick-jones-jr,1997-02-15T00:00:00,UNLV,USA,UNLV/USA,6-6,210,5,5,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,derrick_jones jr.,2016,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1627884,Derrick Jones Jr.,2021-22,0.0,0.0,0.0,0.0,12016,
0,201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,deandre-jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,13,10,Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,deandre_jordan,2008,2021,N,Y,Y,2008,2,35,201599,DeAndre Jordan,2021-22,4.8,0.5,5.8,0.142,12008,
0,202709,Cory,Joseph,Cory Joseph,"Joseph, Cory",C. Joseph,cory-joseph,1991-08-20T00:00:00,Texas-Austin,Canada,Texas-Austin/Canada,6-3,200,10,18,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,cory_joseph,2011,2021,Y,Y,Y,2011,1,29,202709,Cory Joseph,2021-22,2.7,2.7,1.3,0.003,12011,
0,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,"Kabengele, Mfiondu",M. Kabengele,mfiondu-kabengele,1997-08-14T00:00:00,Florida State,Canada,Florida State/Canada,6-9,250,2,27,Forward-Center,Inactive,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,mfiondu_kabengele,2019,2020,Y,Y,Y,2019,1,27,1629662,Mfiondu Kabengele,career,2.7,0.4,1.4,,12019,0.0
0,1626163,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,frank-kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,7-0,240,6,8,Forward-Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,frank_kaminsky,2015,2021,N,Y,Y,2015,1,9,1626163,Frank Kaminsky,2021-22,2.0,0.0,5.0,0.051,12015,
0,202683,Enes,Kanter,Enes Kanter,"Kanter, Enes",E. Kanter,enes-kanter,1992-05-20T00:00:00,Fenerbahce,Turkey,Fenerbahce/Turkey,6-10,250,10,13,Center,Active,Y,1610612738,Celtics,BOS,celtics,Boston,enes_kanter,2011,2021,N,Y,Y,2011,1,3,202683,Enes Kanter,2021-22,2.0,0.0,1.0,0.045,12011,
0,1628379,Luke,Kennard,Luke Kennard,"Kennard, Luke",L. Kennard,luke-kennard,1996-06-24T00:00:00,Duke,USA,Duke/USA,6-5,206,4,5,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,luke_kennard,2017,2021,Y,Y,Y,2017,1,12,1628379,Luke Kennard,2021-22,13.3,2.3,2.3,0.124,12017,
0,1629742,Stanton,Kidd,Stanton Kidd,"Kidd, Stanton",S. Kidd,stanton-kidd,1992-03-18T00:00:00,Colorado State,USA,Colorado State/USA,6-6,216,0,,Forward,Inactive,N,0,,,,,stanton_kidd,2019,2019,N,Y,Y,Undrafted,Undrafted,Undrafted,1629742,Stanton Kidd,career,0.0,0.3,0.8,,12019,0.0
0,203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,"Kidd-Gilchrist, Michael",M. Kidd-Gilchrist,michael-kidd-gilchrist,1993-09-26T00:00:00,Kentucky,USA,Kentucky/USA,6-6,232,8,9,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,michael_kidd-gilchrist,2012,2019,N,Y,Y,2012,1,2,203077,Michael Kidd-Gilchrist,career,8.4,1.2,5.4,,12012,0.0
0,1629663,Louis,King,Louis King,"King, Louis",L. King,louis-king,1999-04-06T00:00:00,Oregon,USA,Oregon/USA,6-7,205,2,23,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,louis_king,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629663,Louis King,2020-21,7.3,1.5,3.0,0.148,22019,
0,1628467,Maxi,Kleber,Maxi Kleber,"Kleber, Maxi",M. Kleber,maxi-kleber,1992-01-29T00:00:00,Bayern Munich,Germany,Bayern Munich/Germany,6-10,240,4,42,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,maxi_kleber,2017,2021,N,Y,Y,Undrafted,Undrafted,Undrafted,1628467,Maxi Kleber,2021-22,5.7,0.0,5.0,0.081,12017,
0,202688,Brandon,Knight,Brandon Knight,"Knight, Brandon",B. Knight,brandon-knight,1991-12-02T00:00:00,Kentucky,USA,Kentucky/USA,6-2,182,8,20,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,brandon_knight,2011,2019,Y,Y,Y,2011,1,8,202688,Brandon Knight,career,14.1,4.0,3.1,,12011,0.0
0,1628995,Kevin,Knox II,Kevin Knox II,"Knox II, Kevin",K. Knox II,kevin-knox-ii,1999-08-11T00:00:00,Kentucky,USA,Kentucky/USA,6-7,215,3,20,Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,kevin_knox,2018,2021,N,Y,Y,2018,1,9,1628995,Kevin Knox II,2021-22,0.0,1.0,0.0,-0.061,12018,
0,1629723,John,Konchar,John Konchar,"Konchar, John",J. Konchar,john-konchar,1996-03-22T00:00:00,Indiana-Purdue Fort Wayne,USA,Indiana-Purdue Fort Wayne/USA,6-5,210,2,46,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,john_konchar,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,1629723,John Konchar,2021-22,2.0,0.5,3.5,0.039,12019,
0,1627788,Furkan,Korkmaz,Furkan Korkmaz,"Korkmaz, Furkan",F. Korkmaz,furkan-korkmaz,1997-07-24T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,6-7,202,4,30,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,furkan_korkmaz,2017,2021,Y,Y,Y,2016,1,26,1627788,Furkan Korkmaz,2021-22,12.5,3.3,1.5,0.13,12017,
